Increased_Work_Hours,Work_From_Home,Hours_Worked_Per_Day,Meetings_Per_Day,Productivity_Change,Stress_Level,Health_Issue,Job_Security,Childcare_Responsibilities,Commuting_Changes,Technology_Adaptation,Salary_Changes,Team_Collaboration_Challenges,Sector,Affected_by_Covid
1,1,8.219686186267621,3.2055829146212975,0,High,0,0,1,0,1,0,1,Healthcare,1
1,1,10.387964546357688,5.56674796621272,0,Medium,1,1,0,0,1,0,1,Retail,1
1,1,10.861248793996788,2.943527276884166,0,High,0,1,0,1,1,0,1,IT,1
0,0,7.52690684071813,1.7735103461713617,0,Medium,0,0,1,1,0,0,1,Education,1
1,1,8.31143463906088,5.696247734743391,1,Medium,1,0,0,0,0,0,0,Healthcare,1
1,1,9.968724939164055,4.666752540295648,1,Low,0,0,0,0,1,0,0,Healthcare,1
0,1,5.341012855614162,3.8967155627430685,1,High,0,0,1,1,1,0,1,Healthcare,1
1,1,8.809495010631007,3.852412259337967,0,Low,0,0,0,1,1,0,0,Retail,1
1,0,6.344214265268382,5.542423706657412,0,Medium,0,0,1,0,0,1,1,Retail,1
1,1,7.656349910646562,4.441792487513844,1,Medium,1,0,0,1,1,0,1,Retail,1
1,1,7.0819534990113695,4.968418219402813,0,Medium,0,1,1,1,1,1,0,Education,1
1,1,8.870716254096294,2.961150407789372,1,Medium,0,0,1,1,1,0,1,Healthcare,1
1,0,9.10060734801818,1.1239674867898826,0,High,0,1,0,1,1,0,1,Healthcare,1
1,1,9.782157354794794,4.932870550312682,1,Medium,0,0,0,1,0,1,0,Healthcare,1
1,1,8.696397656928896,5.651391882499273,0,Medium,0,1,1,1,0,0,0,Healthcare,1
1,1,8.343307539937793,3.663157048491274,0,Medium,0,1,0,0,1,0,1,IT,1
1,1,11.708047600877205,5.33163487569027,1,Medium,0,0,0,0,0,0,1,Healthcare,1
1,1,4.951281859605645,3.4971808102346236,0,Medium,0,1,1,1,1,0,1,Education,1
1,1,11.39121972025848,3.8639512580222912,1,High,0,1,1,0,1,1,1,Education,1
1,1,7.420356182263206,6.628643182580909,0,High,0,1,1,0,0,1,1,Healthcare,1
0,1,9.141783172736611,3.562719919440354,1,Medium,0,0,0,0,0,0,1,Healthcare,1
0,1,7.348680638812798,3.4741459111699085,0,High,0,0,0,0,0,0,0,Healthcare,1
0,1,6.594916740896748,1.195030715189029,1,High,0,1,1,1,1,0,1,Education,1
1,0,8.969154385588457,5.035109739971488,1,Medium,0,0,0,0,0,0,1,Retail,1
0,1,10.084256617228887,2.9352379518185394,1,Medium,0,1,1,1,0,0,0,IT,1
0,1,8.946015909934811,4.220837516519039,1,High,0,1,0,0,1,0,1,IT,1
1,1,6.915768426634235,3.5274413688509227,1,Medium,0,0,0,1,1,0,1,Education,1
1,0,15.222700125631338,3.331310926762086,1,Medium,0,0,0,1,0,0,0,IT,1
1,1,10.397147341732504,3.823405765207535,0,Medium,1,0,0,1,1,0,1,IT,1
0,0,9.866684608414506,3.9387214906608876,1,Low,0,0,0,1,1,1,1,Education,1
1,1,7.294071538515592,5.7641185894528375,0,Low,0,0,1,0,1,1,1,Retail,1
1,0,6.749668423421921,6.280317785038869,0,High,0,1,0,0,0,1,0,Education,1
1,1,7.440321848314121,4.976072653662381,1,Low,0,0,0,0,1,0,0,Education,1
1,1,10.162813088784967,5.907333870206285,1,High,0,0,1,0,1,1,1,Retail,1
1,1,6.018791325848344,5.2812212061200725,0,Medium,0,0,0,1,0,1,0,IT,1
0,1,5.863592337091366,4.74192115290373,1,Medium,0,1,0,0,1,0,1,IT,1
1,1,9.079095066722036,6.182714402940166,1,Medium,0,0,1,1,0,0,1,Education,1
0,0,8.63839288928424,2.0372880536120146,1,High,0,1,1,0,1,0,0,Healthcare,1
1,1,6.459372924218208,2.9733066981261453,1,High,0,0,0,0,0,1,1,Healthcare,1
1,0,5.8175928431695505,2.76864770971586,0,High,1,1,0,1,1,0,1,IT,1
1,1,10.875793986736864,3.5479181250408125,1,Medium,0,1,1,1,0,0,1,Retail,1
0,1,8.714008850599123,5.028850537126441,0,Medium,1,0,0,0,0,0,1,Education,1
1,1,5.272928272543934,2.3273448217198776,1,Medium,0,0,0,1,1,1,0,IT,1
1,1,5.412748927835413,4.7541987952166584,1,Low,1,0,0,1,0,0,0,Healthcare,1
1,0,7.276976055099062,3.1194086223936432,1,Medium,0,0,0,0,1,0,1,Healthcare,1
1,1,9.465683613995266,3.4794039202195854,1,Medium,0,0,0,1,0,0,1,Healthcare,1
1,1,9.19001760421656,4.300623495150784,0,Medium,0,0,0,0,1,0,0,Education,1
1,1,10.263357074002435,6.521872208592249,1,Low,0,0,1,1,1,0,0,Retail,1
1,1,5.019300385078405,2.931479421618809,1,Low,0,0,0,0,0,0,1,Education,1
0,1,8.447693379559313,3.8798599097598463,0,Medium,1,0,1,0,1,0,1,Education,1
0,0,10.851820664642721,2.382662161604417,0,Low,0,0,1,1,0,0,1,Healthcare,1
1,1,10.665603460952198,2.9170784254829174,1,Medium,1,1,1,1,1,0,1,IT,1
1,1,8.717819962825372,2.3689878476132877,1,Medium,0,1,0,1,0,0,1,Education,1
1,1,12.696037017307752,4.367177631949858,1,Medium,0,0,0,1,0,1,1,Healthcare,1
0,1,9.21857023283172,4.6379631542331685,1,Low,0,1,0,0,0,0,1,Retail,1
1,0,10.085493265682686,5.030574020085741,0,Medium,0,0,0,0,0,0,1,IT,1
1,0,8.088895837551014,2.8695254336404883,0,Medium,1,0,1,1,1,1,1,Retail,1
1,0,6.4380494143114255,4.761914617817538,1,High,1,1,1,1,1,0,0,Healthcare,1
1,1,6.249581598442508,4.169650117372027,1,Low,1,1,1,0,0,1,1,IT,1
0,0,8.36323042958884,3.913371254123008,0,Medium,0,0,0,0,1,0,1,Retail,1
1,1,7.576995986299586,2.1378657587384353,1,Medium,1,0,0,1,1,0,1,Healthcare,1
1,1,4.462828660173038,4.229880248977173,1,Low,0,0,1,0,1,0,1,IT,1
1,0,5.948412830148518,4.277434929866748,1,Medium,0,1,1,1,0,0,0,IT,1
1,1,7.363192851891814,4.152592666813351,1,Medium,0,0,0,0,1,0,1,IT,1
1,1,9.45455875187432,4.600076135915814,1,Medium,0,0,1,1,0,0,1,IT,1
1,1,7.967852227675851,5.0418934886041455,0,High,1,0,0,1,1,0,0,Education,1
1,1,7.855871578998972,2.352965036563421,1,High,1,0,1,1,1,0,0,Retail,1
1,1,6.026174745993368,3.674955870357472,0,Low,0,0,0,0,1,0,0,IT,1
1,1,8.046332160124198,4.773651402346365,1,Low,0,0,0,0,1,0,0,Healthcare,1
1,0,10.638202054891975,3.597407768687496,0,Medium,0,0,0,1,0,0,1,Retail,1
1,1,8.311150225517114,5.439135335592767,1,Medium,0,1,1,1,0,0,1,Healthcare,1
1,1,4.985372837036277,4.135267745038848,1,High,0,1,1,0,0,0,1,IT,1
0,1,5.496954411390938,1.0676160383146733,0,High,0,1,0,0,1,0,1,Healthcare,1
1,1,9.177577754446306,5.259143378796541,1,Low,1,1,0,0,1,0,1,Healthcare,1
0,1,7.5513690495547605,3.8243451597170046,0,High,0,1,0,1,1,1,0,IT,1
1,1,7.850839539792972,1.3454337503120701,0,Medium,0,0,0,0,0,0,1,Education,1
1,1,6.774531649970486,3.621565209569803,1,Medium,1,0,0,1,0,1,1,Retail,1
1,0,9.006824424399825,2.09745343207808,1,Medium,0,0,0,1,1,1,1,IT,1
1,0,7.398164573509302,5.12969692839123,0,Low,0,0,1,0,1,1,0,Retail,1
1,1,7.6267735565427905,3.9462385297807523,1,Medium,0,0,1,1,1,0,0,IT,1
1,1,6.297553216673747,2.614381952797351,1,Medium,1,1,1,0,0,1,1,Education,1
0,1,9.84338259628554,5.21627208544429,0,High,1,0,0,0,1,0,1,IT,1
1,1,7.557734416767157,4.687788498994372,1,Medium,1,0,0,0,1,1,1,IT,1
0,0,9.21576066623952,3.646352894461963,0,Medium,1,0,0,1,0,0,1,Education,1
1,0,5.612816871931964,2.131603840695459,0,High,1,0,0,1,1,0,1,Retail,1
1,1,11.467766276757217,2.7362893096951098,1,Medium,1,0,1,1,1,0,1,Education,1
1,0,10.554748077026446,2.7138131354409416,1,Low,1,0,0,0,1,1,1,Healthcare,1
0,1,4.180404660682147,5.119745804896583,1,Medium,0,1,0,0,1,0,0,IT,1
0,1,6.39612504987257,1.4786540715336596,1,Medium,0,0,1,0,1,0,1,IT,1
1,1,8.95526878201977,3.9291477751553754,1,High,1,0,1,1,0,0,1,IT,1
1,1,5.360542687701992,3.624573413841871,0,Medium,1,1,1,1,1,0,1,Healthcare,1
1,1,7.736811835673349,5.553308526663125,1,Low,1,0,0,0,1,0,0,Healthcare,1
1,0,8.853263571953594,4.34910483651298,0,Low,0,0,0,1,1,0,1,Retail,1
1,1,7.630548176041033,4.802815427715503,0,Medium,0,0,0,0,0,0,0,Education,1
0,1,9.077677407074193,3.211959994404972,1,Medium,0,1,0,1,0,0,0,Retail,1
1,1,6.613340190796237,2.1535027187421076,1,Medium,0,1,0,1,1,0,0,Healthcare,1
1,1,3.5116369156637557,3.5117860361852613,0,Medium,0,0,0,1,0,0,0,Education,1
1,1,9.96423062433012,5.165743578889648,1,Medium,0,1,0,0,1,0,1,Retail,1
1,1,9.95162930720506,5.162335946727652,1,Low,1,0,0,0,1,0,0,Healthcare,1
0,1,13.007273284576666,3.3541186433264554,0,Medium,1,1,0,0,1,0,1,IT,1
1,1,3.5856269641313707,2.708884293027163,1,Low,0,1,0,1,0,0,1,IT,1
0,1,9.50166421869363,2.4149813126392203,1,High,0,0,0,0,0,0,1,IT,1
1,1,4.0626357238332265,3.7950600959101584,1,Low,1,1,1,1,1,0,1,Healthcare,1
0,0,11.512986563350639,4.204826757578999,1,Medium,0,0,0,1,0,0,1,Retail,1
1,1,8.975733667392019,6.209787269463638,0,Medium,0,0,1,1,1,0,1,IT,1
1,0,6.096142304647493,4.184996136428312,1,Medium,0,0,1,0,1,0,1,Retail,1
1,1,9.560444949202871,4.920648990710707,0,High,0,0,0,1,1,0,1,Healthcare,1
1,1,6.893909984566128,2.829298018143672,0,Medium,0,1,0,0,1,0,1,IT,1
0,1,8.600832199102538,4.062551507393686,1,Medium,1,1,0,1,1,0,1,Healthcare,1
0,0,8.411921432418168,4.210117683305299,1,Medium,1,0,0,0,1,0,0,Education,1
1,1,11.488336272294589,3.7892042082334325,1,Medium,0,0,1,1,1,0,0,IT,1
0,1,11.629851820173025,3.9672718046951108,0,Medium,0,0,1,1,1,0,0,IT,1
1,0,6.805469253452988,4.189327701430159,0,High,0,0,1,1,1,0,1,Retail,1
1,1,10.116211235992072,4.721555219641473,0,Medium,0,1,1,1,0,0,0,Healthcare,1
1,0,8.709680311140595,5.753677065120643,1,Medium,0,0,1,1,1,0,1,Education,1
1,1,5.174635865986176,0.601678312540435,1,High,0,0,0,1,1,0,1,Healthcare,1
0,0,6.60754323925564,5.670606271208031,1,High,0,1,0,1,0,1,0,Education,1
0,1,12.672292199199248,1.4337878255230345,1,Medium,0,0,0,1,1,0,0,IT,1
0,1,8.71570880220931,4.463144231555129,1,Medium,1,0,0,1,0,0,0,Retail,1
1,1,9.999559159035044,7.53344345363271,1,High,0,0,1,0,1,0,1,Healthcare,1
0,1,7.575911375266018,3.9361895673613274,1,High,0,1,0,0,0,0,1,Retail,1
0,1,6.920116170561316,4.270028709121963,1,Low,0,0,0,0,1,0,1,Healthcare,1
1,0,8.05452901526895,3.534610429119298,1,Medium,1,1,0,1,0,1,0,Education,1
1,1,7.4677918895075655,5.000893520897406,0,High,0,0,1,1,1,0,1,Retail,1
1,1,5.013494137936803,4.543312828959612,1,Medium,0,0,1,1,1,0,1,IT,1
1,1,5.993349085091936,2.9859291328313935,0,High,1,0,1,1,0,0,1,Healthcare,1
0,1,9.415769028824462,3.8284704172227686,1,Low,0,1,1,0,1,0,1,Retail,1
1,1,7.238618621795178,2.3223452443341808,1,High,0,0,1,0,1,0,1,IT,1
1,1,8.051409764055814,3.8215878681515276,1,Medium,1,0,0,1,1,0,1,Education,1
0,1,8.46984610099442,3.3709417196248945,0,Low,0,1,0,0,1,0,1,Education,1
0,0,8.62610009763744,4.204811427386075,0,Medium,0,0,0,1,1,0,1,Retail,1
1,1,10.293158122630741,2.9351291542870914,0,Low,0,0,1,1,1,1,0,Retail,1
0,1,5.802608369862936,3.6783524648707004,1,High,1,0,1,0,1,0,0,Retail,1
0,0,9.14050544708725,4.013159162782216,0,High,1,0,0,1,1,1,1,IT,1
1,1,9.510055587039295,4.117626546934986,1,Medium,1,1,0,1,0,0,1,Retail,1
1,1,9.97170355800301,4.4114255735587635,1,Medium,0,0,0,0,0,0,1,Healthcare,1
1,1,5.174164801170255,3.7387485020785203,0,Medium,1,0,0,0,0,0,0,Education,1
0,1,8.509638436693997,2.8199595116024554,1,Low,0,1,0,0,1,0,1,Education,1
1,0,11.432151892797034,4.123109908974367,0,Medium,0,0,0,1,0,0,0,Education,1
1,1,7.801758961686754,3.7317132616063557,0,Low,0,0,0,1,0,0,1,IT,1
1,1,8.966989403928583,5.536968463160815,1,Low,0,1,1,0,1,0,0,Education,1
1,1,9.56079118917037,5.726112251365539,1,High,0,0,0,0,1,0,1,Education,1
1,1,5.949060311203479,1.941879346844468,0,Medium,1,1,0,0,0,0,1,Retail,1
1,1,11.66764945799995,4.925731822626626,1,Medium,0,1,0,1,1,1,0,Healthcare,1
1,1,8.999001593937807,5.226616241634862,1,High,0,0,1,1,1,0,0,Healthcare,1
1,1,9.039005628386853,1.9812530562037907,0,Medium,1,1,1,1,0,0,1,Education,1
0,1,4.67594524397893,4.869209228369071,0,Medium,0,0,0,0,1,1,1,IT,1
1,1,9.589089596426627,5.343932376649451,1,Low,1,0,0,1,1,1,1,Education,1
1,1,9.012820682758274,2.5755300431821144,1,Medium,1,1,0,1,0,0,1,IT,1
1,1,11.248382655444129,3.645487565318442,1,Medium,0,1,0,1,1,0,0,IT,1
0,0,7.377469571391293,4.279479903730333,0,Medium,0,0,0,0,1,1,1,Retail,1
1,1,6.024683340803117,4.855687090148917,1,Low,1,1,1,1,0,0,1,Education,1
1,1,6.635522010451334,2.5173408843285943,1,Medium,1,0,0,1,1,0,1,IT,1
0,1,6.990043529985402,5.735510046723418,0,High,1,0,1,1,1,0,1,Retail,1
1,1,5.762306963737252,0.9559778049015959,1,Low,1,1,0,0,1,0,1,IT,1
0,1,10.580320047531986,5.98561832338825,1,Low,0,0,1,1,1,0,1,Healthcare,1
0,1,10.655395725863333,4.825401201684877,1,Low,0,0,1,0,1,0,0,IT,1
1,0,7.60841659771989,3.067342733285794,0,Medium,0,0,1,1,0,0,0,Education,1
1,0,7.214480155831612,5.29660876406062,0,High,0,1,1,0,0,0,1,Retail,1
1,1,4.369036173361376,2.428301434596805,1,Low,0,0,0,0,1,0,1,IT,1
0,1,9.391922510607209,4.1724040815908126,1,High,1,0,1,0,1,0,1,IT,1
1,1,11.306880217651686,4.357757310712893,1,Medium,0,0,1,1,1,0,1,Education,1
0,1,6.725610565480887,4.354202220938522,0,Medium,0,0,0,1,1,0,1,Education,1
0,1,7.766430948447204,2.740423664326981,0,Medium,1,0,0,0,1,0,1,Education,1
0,1,8.868582922631461,3.255884241463634,1,Medium,0,1,1,1,0,0,1,Education,1
1,1,11.448836721219811,4.190117299226223,1,High,0,1,1,1,0,0,0,Healthcare,1
1,1,8.399552443670188,2.909884385550132,1,High,0,1,1,0,1,0,1,Healthcare,1
0,1,8.390859832053037,4.4071791914149125,1,Medium,0,1,1,0,0,0,1,IT,1
1,1,8.358637002319606,3.078811047660132,1,Medium,1,1,0,1,1,1,0,Education,1
0,1,5.149934986192654,5.500000039115865,0,Medium,0,0,1,1,0,1,0,IT,1
1,1,5.10641869234027,6.344027425856403,1,High,0,0,0,1,1,0,1,Retail,1
1,1,6.384009661770255,3.553803738014111,0,High,0,1,1,1,1,0,1,Healthcare,1
1,1,10.025781148074746,5.380388141455159,1,Medium,0,0,1,1,1,1,1,IT,1
0,1,7.329285858908014,3.681543187635101,1,High,0,0,1,1,0,1,1,Education,1
1,0,6.940791902395414,2.5953532048879846,0,Medium,0,1,0,0,1,1,1,IT,1
1,1,6.905650791712464,3.3614233891672565,0,Medium,0,0,0,1,0,0,1,Education,1
0,1,7.724686243054645,4.12835461113432,0,High,0,0,0,1,0,1,1,Retail,1
0,1,11.40421586820328,1.3195635033593924,0,Medium,0,1,0,0,0,0,1,Retail,1
0,1,7.697605228605757,4.938485142168244,0,Medium,0,1,0,1,1,0,0,Education,1
1,0,6.427405189250283,4.129031273404546,1,Medium,1,0,1,1,1,1,1,IT,1
0,0,8.050491258163266,5.500815936203732,0,Low,0,1,1,0,1,0,1,Healthcare,1
1,1,11.510167211523074,4.912206330657037,1,Medium,1,0,1,1,1,0,0,Education,1
1,0,6.994350562128768,4.179922475745832,0,Medium,1,0,1,1,1,0,1,IT,1
0,1,5.63798998313811,3.4662475969758058,1,Medium,0,1,1,0,0,0,0,Education,1
1,1,6.998017460539166,6.284292582554481,1,Medium,0,1,1,1,0,0,1,Education,1
1,1,8.257527472696866,7.25480903025405,0,Medium,0,1,1,1,1,0,1,Education,1
0,0,9.37648190165068,3.491275892410283,1,High,0,1,1,0,0,0,1,Healthcare,1
0,1,10.01376715736449,5.563440210553827,1,Medium,0,0,1,1,1,0,0,Retail,1
0,1,5.908565452075344,2.9398755115520463,1,Medium,0,1,1,0,1,0,1,IT,1
1,0,6.098309331081861,3.1184710694664095,0,High,1,1,0,1,1,0,1,Healthcare,1
1,1,7.35347548122502,3.4206325727522517,0,Low,0,0,0,1,1,1,1,Healthcare,1
1,1,9.368986049393792,5.027024031409525,1,High,1,1,1,0,0,0,0,IT,1
1,1,5.479984204695489,2.387630058491413,1,Low,0,0,0,0,1,0,1,Education,1
1,1,6.7853461791646055,6.324946340506352,1,High,0,0,0,1,1,0,1,Retail,1
1,1,6.814512541176104,5.406808386059544,1,Medium,0,0,1,0,1,0,1,Education,1
0,1,9.883497710728742,4.992272808143321,1,High,1,0,0,1,0,1,1,Retail,1
1,1,9.056521521328875,3.559278000995967,1,Low,0,0,0,1,0,0,0,Education,1
1,1,9.80743672209984,5.244231384785112,0,Medium,1,0,1,1,0,0,0,IT,1
0,1,10.677355948466108,-0.37604429195459677,1,Medium,0,1,0,0,0,0,1,IT,1
1,1,7.388699809821839,4.661352045238749,1,High,1,1,1,0,1,0,0,IT,1
1,1,5.625187690292636,4.240183101494118,0,Low,0,0,0,0,0,0,0,IT,1
1,0,5.63807276430596,1.170676652173158,0,Medium,0,1,0,0,0,0,0,Healthcare,1
0,1,4.323784869882321,4.609379474098253,0,Medium,1,1,1,0,1,0,0,IT,1
0,1,7.082466340667614,4.88633758881411,1,Medium,0,1,1,0,1,0,1,Healthcare,1
0,1,7.2315547703365235,1.2194008827487322,1,Medium,0,0,1,1,1,0,0,IT,1
1,1,9.575106813610095,2.2198428735218787,1,Low,1,1,0,1,0,1,1,IT,1
0,1,8.033828434353207,7.0965837277764265,1,High,1,1,1,0,1,0,1,Retail,1
1,1,7.019343111314788,3.7204696808463007,0,Medium,0,0,1,0,1,0,1,IT,1
0,1,7.768002547678829,5.463439089247581,1,Low,1,1,0,1,1,1,1,IT,1
1,1,5.922053032570472,5.690202886434513,0,Medium,0,1,1,1,0,0,1,Education,1
1,1,10.050813141502573,4.5909052209929015,1,Low,0,0,0,1,0,1,1,Healthcare,1
1,1,6.428168874380983,5.525862026783918,0,Medium,0,1,1,1,0,0,1,Healthcare,1
0,1,5.720137456128208,0.8306674627529227,0,Medium,0,0,1,1,1,0,1,IT,1
1,1,9.63576393341494,3.6542058824790136,0,Medium,0,0,0,0,1,0,1,Education,1
1,1,9.148328416727702,-0.6208980907608908,0,High,0,0,0,1,0,0,1,Healthcare,1
1,1,4.552629242881977,1.3808595031491278,1,Medium,1,0,0,0,1,0,1,IT,1
1,1,9.710003269420445,3.180978254522579,1,High,0,1,0,1,0,1,0,Healthcare,1
1,1,6.516814721811887,3.0019233415057283,0,High,0,1,1,1,1,0,1,Retail,1
1,1,7.251790944872161,4.0621154337137195,1,Low,0,0,1,0,1,1,1,Education,1
1,0,8.374040215387875,3.969024232595516,0,High,0,0,0,1,1,0,1,Healthcare,1
1,1,9.173249765233644,4.200613644971847,1,High,0,1,1,1,1,1,1,Healthcare,1
1,0,8.890958349375053,4.262064472946019,1,Medium,0,0,0,1,1,1,1,IT,1
0,1,7.900363338187995,4.499384086904456,1,Medium,0,1,0,0,0,0,1,Retail,1
1,1,7.150713342168179,2.5614329838820575,0,High,1,1,0,1,0,0,1,Healthcare,1
1,1,8.824441387130895,2.912811520954298,1,Medium,0,1,1,0,1,0,1,Retail,1
0,1,7.763224325311544,3.9446829110578707,1,High,1,1,1,0,0,0,1,IT,1
1,0,11.610708918251849,3.9679855739906147,0,Low,0,1,0,0,1,0,1,Education,1
1,1,9.172818019939804,2.377108952055552,0,Medium,0,1,0,1,0,1,1,Retail,1
1,1,6.15316875001929,5.622339071519577,1,Low,0,1,0,1,1,1,1,Education,1
1,1,7.044800097252697,5.0872010163262384,1,Medium,0,0,0,1,0,0,1,Education,1
1,1,8.096384354519659,2.710424971955307,0,High,0,0,0,1,1,1,1,Healthcare,1
1,1,10.59886243014091,3.6874509806249716,1,Medium,1,1,0,0,1,0,1,IT,1
1,1,10.82221001822427,7.014309476195673,1,Medium,1,1,1,1,0,0,1,Education,1
1,1,7.207730559268871,4.240865556751422,0,Medium,0,0,0,0,1,0,0,IT,1
1,1,6.132731566821114,4.5935289328000986,0,Low,0,0,1,0,1,0,1,Retail,1
1,1,5.877004717587625,3.0865966733033057,1,High,1,0,1,0,1,0,0,Healthcare,1
1,1,8.50485751443156,3.5303318372074877,0,Medium,0,1,1,0,1,0,1,Healthcare,1
1,1,12.607568618434986,6.266988978675103,0,High,0,1,1,0,1,0,1,Healthcare,1
1,0,9.078188208510205,4.169941640938804,1,Medium,1,0,0,0,0,0,0,Healthcare,1
0,1,4.812174946631986,3.8936076716906776,1,Medium,1,1,1,0,1,0,0,Retail,1
1,0,6.547991793507998,4.011461628904699,0,High,0,1,1,1,1,0,0,Education,1
1,0,6.752171596310174,7.818074182622777,1,Low,1,1,0,0,0,0,1,Education,1
1,1,6.355994959770184,4.059711254721827,0,Medium,0,0,0,1,0,0,1,Education,1
0,0,7.22421235013156,2.754884951179598,0,Medium,0,1,0,1,0,0,0,IT,1
1,1,8.738789722039884,3.0169736475771427,0,Medium,0,0,0,1,0,0,0,IT,1
1,0,9.363962338645294,5.171134003582155,0,Medium,1,1,0,1,1,0,1,Education,1
1,1,10.183526981833287,1.8572783100298347,1,Medium,0,0,1,0,1,0,1,Retail,1
0,0,9.048405146094355,4.6758744721963446,1,High,0,0,0,0,1,0,1,IT,1
0,0,4.091699519342319,2.914273708525836,0,High,0,0,0,1,1,0,1,Retail,1
1,1,5.885390824937373,1.2118456653219885,1,Medium,1,0,0,1,1,0,1,Retail,1
1,1,7.683811926281617,2.529891674629608,0,Medium,1,1,1,1,1,0,1,Healthcare,1
1,1,8.294559711534959,4.041300714517989,1,High,0,0,1,1,1,0,1,Retail,1
1,1,9.722836719752515,6.092751090239225,0,Medium,0,1,0,1,0,0,1,Retail,1
1,1,8.086368352433546,5.369994117919957,0,Medium,1,0,0,0,0,0,1,Education,1
1,0,8.101414507727348,3.5594646607438705,0,Low,0,1,1,1,1,1,1,Education,1
1,1,8.47559472627812,5.45828060472714,0,Medium,0,1,0,1,0,0,1,Education,1
1,0,7.489956522437597,3.4648302561414184,0,Medium,1,0,1,1,1,0,1,Healthcare,1
1,1,8.173770279755622,1.800232622881166,0,Medium,0,1,1,0,1,1,1,IT,1
1,0,10.2516643580235,4.031631453449015,1,Medium,0,0,1,0,1,1,1,Education,1
1,1,7.832178202431994,1.7410990074898232,1,High,0,1,1,1,1,0,0,Retail,1
1,1,7.939574546431433,5.187112461227594,0,Medium,0,1,0,1,1,0,0,Retail,1
1,1,7.932829190465621,5.208820133510317,0,High,1,0,0,0,1,0,1,Retail,1
0,1,10.595547627582338,2.6800450907046067,1,Medium,1,1,0,1,1,0,0,Education,1
0,1,5.783893346341115,4.218396260238493,1,High,0,0,0,0,0,0,1,IT,1
1,1,11.55169378958239,4.204073851287162,0,High,1,1,0,0,1,0,1,IT,1
1,1,5.647236290968974,5.3079450726508615,1,Low,0,0,0,1,1,1,1,IT,1
0,1,6.691559477344482,2.132397619024228,0,Medium,1,1,0,0,0,1,1,Education,1
1,1,9.48947653943064,4.89923128535227,1,Low,0,1,1,0,1,0,1,Retail,1
0,1,10.060633390947343,2.024846123491735,0,High,0,1,0,0,1,1,1,IT,1
1,1,5.193001966003024,5.165783106509306,0,High,1,1,1,1,1,0,1,Healthcare,1
1,1,5.814596273505828,5.5940461019997185,0,Medium,0,0,0,0,0,0,1,Retail,1
1,1,8.555685618943695,2.9956129095401614,0,Medium,0,0,0,1,1,0,1,Healthcare,1
1,1,12.688838775527593,5.8286932998123095,0,Medium,0,0,1,0,1,1,1,Education,1
0,1,10.492525561997361,1.6389505554718173,1,Medium,0,1,0,0,0,0,1,Retail,1
1,1,7.5038059007363795,5.649375167815823,1,Medium,0,1,1,1,0,0,0,Retail,1
0,1,3.161741723848488,6.157684357243961,1,Low,0,0,1,1,0,1,0,Education,1
1,1,8.163285468842318,4.518722791227297,0,Medium,1,0,0,1,0,0,1,IT,1
0,1,8.724593607293107,3.7067113284559583,0,High,1,1,0,0,0,1,1,Healthcare,1
1,1,7.234609717834393,4.4686297301498845,1,Medium,0,1,0,0,1,0,0,Healthcare,1
1,1,6.298552018906809,3.0943624469033093,0,Medium,0,1,1,1,1,0,1,Education,1
1,0,8.318330520642776,7.9369400187441155,1,Medium,0,0,1,0,1,0,1,IT,1
1,1,6.115477612212079,3.120203064348563,1,High,0,1,0,1,0,0,0,Retail,1
1,0,11.744897321617447,5.976101754485978,0,High,0,0,0,1,1,0,1,Healthcare,1
0,1,11.033489595067634,2.888158873863787,1,Medium,1,0,0,1,1,0,0,Education,1
0,1,9.315825263185522,6.395212419255474,1,High,0,0,1,0,1,0,0,Healthcare,1
1,1,8.179421138238633,7.018492872632754,1,High,0,1,1,0,1,1,1,IT,1
0,1,6.67967182677288,4.578986216529016,1,High,0,0,1,1,1,1,1,Education,1
0,0,7.958425632218198,4.429985902850726,0,High,1,0,0,0,0,1,1,Healthcare,1
0,0,11.278594270414551,2.565131462823132,1,Low,1,1,1,1,1,0,0,Education,1
1,1,9.737308116873256,2.386498585647573,1,Medium,1,0,0,1,0,0,1,Education,1
1,1,8.40738455695292,4.446871907748442,1,High,0,1,1,0,0,0,1,Healthcare,1
1,1,9.84794866833519,6.187288715771681,1,High,0,1,1,1,1,0,1,IT,1
1,1,9.091221326761657,3.1776962662764543,0,Low,0,0,1,0,1,0,1,IT,1
0,1,8.792555079773743,7.3118938266912785,0,Medium,0,0,0,0,0,0,0,Education,1
1,1,9.961126517983072,3.084781090555243,1,Medium,1,0,1,0,1,1,1,Healthcare,1
0,1,9.034055289649515,4.344087911124956,0,Medium,0,0,1,1,0,1,1,Healthcare,1
1,1,9.717102940206757,4.348024699605483,0,Medium,1,0,0,1,1,0,0,Healthcare,1
0,1,8.322774099269019,3.8476984371467244,0,Medium,0,1,1,1,0,0,0,IT,1
1,1,7.491748353619793,0.9342587255106549,0,High,1,0,1,0,1,0,1,Retail,1
0,1,6.903674242119703,3.071390349353656,0,High,1,0,1,1,0,1,1,Retail,1
1,1,6.665380789058083,4.2994589384543085,0,High,1,1,0,1,1,0,1,Healthcare,1
0,1,4.789659115116935,3.8560223560296794,0,Medium,0,0,1,0,0,1,0,Education,1
1,1,6.176120106376671,4.954303989104174,1,High,0,0,1,0,1,0,1,Education,1
